,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
360,Basoko,96,CD,1587265200,87,70.97,1.2391,23.616,0.92
361,Suşehri,12,TR,1587265200,41,49.14,40.1644,38.0867,2.95
362,Santa María del Oro,37,MX,1587265200,21,64.71,25.9333,-105.3667,14.29
363,Inverell,0,AU,1587265200,31,67.6,-29.7833,151.1167,7.45
364,Makar'yev,31,RU,1587265200,94,30.94,57.8797,43.8069,2.66
365,Verāval,64,IN,1587265200,47,85.23,20.9,70.3667,11.68
366,Al Bardīyah,0,LY,1587265200,80,56.61,31.7561,25.0865,4.12
367,Maicao,6,CO,1587265200,71,79.84,11.3832,-72.2432,12.97
368,Port Lincoln,90,AU,1587265200,50,68.27,-34.7333,135.8667,17.22
369,Santarém,100,BR,1587265200,91,75.72,-2.4431,-54.7083,4.23
370,Manjeshwar,10,IN,1587265200,66,87.98,12.7194,74.8861,3.87
371,Namwala,72,ZM,1587265200,62,61.86,-15.7504,26.4384,3.85
372,Grindavik,100,IS,1587265200,95,40.35,63.8424,-22.4338,10.78
373,Broome,17,US,1587265200,91,31.33,42.2506,-75.833,3.74
374,Puri,2,IN,1587265200,75,85.6,19.8,85.85,17.07
375,Shādegān,46,IR,1587265200,53,71.04,30.6497,48.6647,9.22
376,Wote,98,KE,1587265200,64,64.58,-1.7808,37.6288,4.9
377,San Jerónimo,91,PE,1587265200,28,46.98,-11.9472,-75.2829,2.21
378,Kungurtug,1,RU,1587265200,37,39.76,50.5994,97.5228,6.2
379,Manbij,30,SY,1587265200,56,58.01,36.5281,37.9549,3.51
380,Cankuzo Province,100,BI,1587265200,64,58.32,-3.1333,30.5833,1.05
381,Fontem,91,CM,1587265200,71,69.13,5.4685,9.8818,1.7
382,Kununurra,59,AU,1587265200,28,99.43,-15.7667,128.7333,3.62
383,Camaná,34,PE,1587265200,74,70.45,-16.6228,-72.7111,6.2
384,Biak,3,ID,1587265200,71,83.25,-0.9131,122.8766,2.01
385,Victor Harbor,100,AU,1587265200,54,65.8,-35.5667,138.6167,10.6
386,Abéché,2,TD,1587265200,15,76.39,13.8292,20.8324,11.68
387,Llaillay,35,CL,1587265200,56,61.54,-32.85,-70.9667,2.04
388,Envira,48,BR,1587265200,75,71.24,-7.3,-70.2167,1.66
389,Takaka,81,NZ,1587265200,56,60.21,-40.85,172.8,13.44
390,Prainha,99,BR,1587265200,90,73.47,-1.8,-53.48,1.59
391,Palmer,3,US,1587265200,89,33.64,42.1584,-72.3287,5.3
392,Marzuq,42,YE,1587265200,41,72.91,14.4,46.4667,3.6
393,Olafsvik,99,IS,1587265200,82,36.07,64.8945,-23.7142,11.65
394,Cedar City,87,US,1587265200,38,46.6,37.6775,-113.0619,5.84
395,São Filipe,11,CV,1587265200,73,71.11,14.8961,-24.4956,17.74
396,Whitehorse,0,CA,1587265200,55,52.83,60.7161,-135.0538,2.64
397,Puerto del Rosario,11,ES,1587265200,77,63.12,28.5004,-13.8627,18.77
398,Brae,0,GB,1587265200,79,44.08,60.3964,-1.353,10.18
399,Los Alamos,37,US,1587265200,23,45.66,35.8881,-106.307,9.73
400,Talnakh,100,RU,1587265200,87,37.29,69.4865,88.3972,18.05
401,Mitsamiouli,100,KM,1587265200,73,82.51,-11.3847,43.2844,13.18
402,Kalmunai,63,LK,1587265200,70,85.42,7.4167,81.8167,6.91
403,Adré,0,TD,1587265200,19,69.42,13.4667,22.2,11.88
404,Port Shepstone,7,ZA,1587265200,85,69.17,-30.7414,30.455,15.23
405,Sørland,100,NO,1587265200,89,40.84,67.667,12.6934,8.9
406,Dibrugarh,87,IN,1587265200,70,74.73,27.4833,94.9,7.23
407,Jieshi,44,CN,1587265200,63,83.68,22.8134,115.8257,6.2
408,Dorado,1,PR,1587265200,82,77.07,18.4588,-66.2677,8.34
409,Berbera,100,SO,1587265200,74,84.24,10.4396,45.0143,13.87
410,Olavarría,75,AR,1587265200,67,60.4,-36.8927,-60.3225,11.01
411,Ilhéus,71,BR,1587265200,93,75.02,-14.7889,-39.0494,10.02
412,Borger,4,NL,1587265200,69,42.64,52.9233,6.7931,11.72
413,Umm Kaddadah,91,SD,1587265200,18,75.33,13.6017,26.6876,12.86
414,Boa Vista,84,BR,1587265200,76,78.64,2.8197,-60.6733,7.07
415,Lavrentiya,100,RU,1587265200,96,20.55,65.5833,-171.0,9.66
416,Ngemplak,84,ID,1587265200,58,87.69,-7.5497,110.7164,2.17
417,Lata,6,PT,1587265200,88,51.17,40.1629,-8.3327,3.13
418,Ibrā’,60,OM,1587265200,37,78.37,22.6906,58.5334,1.81
419,Lázaro Cárdenas,87,MX,1587265200,83,75.63,17.9583,-102.2,3.09
420,Grootfontein,57,NA,1587265200,48,63.21,-19.5667,18.1167,3.27
421,Codrington,87,AU,1587265200,57,61.88,-38.2667,141.9667,7.52
422,Shenjiamen,100,CN,1587265200,97,60.57,29.9576,122.298,9.31
423,Kampene,98,CD,1587265200,81,67.93,-3.6,26.6667,1.48
424,Mamanguape,54,BR,1587265200,85,77.18,-6.8386,-35.1261,0.74
425,Belmonte,97,BR,1587265200,88,75.18,-15.8631,-38.8828,9.91
426,Doka,35,SD,1587265200,17,72.84,13.5167,35.7667,7.67
427,Xinmin,100,CN,1587265200,29,64.87,41.9908,122.8253,13.89
428,Toamasina,7,MG,1587265200,85,74.91,-18.1667,49.3833,12.97
429,Nizwá,97,OM,1587265200,39,78.13,22.9333,57.5333,1.97
430,Cayenne,81,GF,1587265200,88,79.65,4.9333,-52.3333,6.51
431,Woodward,95,US,1587265200,62,54.07,36.4337,-99.3904,21.25
432,Ahipara,100,NZ,1587265200,74,66.97,-35.1667,173.1667,8.99
433,Cabinda,98,AO,1587265200,80,78.8,-5.55,12.2,1.68
434,St. George's,3,GD,1587265200,77,80.46,12.0564,-61.7485,17.09
435,Barra de Tecoanapa,11,MX,1587265200,76,79.32,16.5167,-98.75,3.6
436,Yar-Sale,100,RU,1587265200,99,34.36,66.8333,70.8333,10.04
437,Leningradskiy,8,RU,1587265200,89,7.54,69.3833,178.4167,7.43
438,Hualmay,9,PE,1587265200,81,69.93,-11.0964,-77.6139,6.2
439,Honiara,55,SB,1587265200,71,85.3,-9.4333,159.95,2.86
440,Praia da Vitória,98,PT,1587265200,84,62.08,38.7333,-27.0667,18.9
441,Saint-François,98,FR,1587265200,84,52.36,46.4154,3.9054,3.8
442,Pangoa,29,PE,1587265200,70,64.71,-12.1167,-73.0,1.81
443,Te Anau,69,NZ,1587265200,66,48.22,-45.4167,167.7167,9.24
444,Baykit,0,RU,1587265200,82,33.22,61.67,96.37,2.68
445,Carmelo,0,UY,1587265200,64,63.77,-33.9892,-58.2856,7.45
446,Hengyang,100,CN,1587265200,84,59.88,26.8881,112.615,8.03
447,Cauquenes,10,CL,1587265200,80,55.63,-35.9671,-72.3225,4.05
448,Shingū,26,JP,1587265200,48,66.27,33.7333,135.9833,1.66
449,Mayo,0,US,1587265200,61,44.38,38.8876,-76.5119,3.44
450,Marystown,100,CA,1587265200,95,30.42,47.1666,-55.1483,5.93
451,Bahawalpur,100,PK,1587265200,36,80.56,29.4,71.6833,5.1
452,Ust'-Barguzin,14,RU,1587265200,77,26.92,53.45,108.9833,16.71
453,Grandview,9,US,1587265200,70,48.7,38.8858,-94.533,7.45
454,Bud,0,US,1587265200,78,42.1,39.447,-86.1758,8.37
455,Vao,3,NC,1587265200,70,76.91,-22.6667,167.4833,8.66
456,Westport,0,US,1587265200,70,40.08,41.1415,-73.3579,10.04
457,Fukuechō,100,JP,1587265200,72,59.88,32.6881,128.8419,19.33
458,Mackenzie,97,CA,1587265200,71,47.37,55.2999,-123.1698,1.19
459,Diébougou,100,BF,1587265200,57,84.6,10.9667,-3.25,10.49
460,Porto-Vecchio,100,FR,1587265200,86,58.86,41.591,9.2795,7.83
461,Bow Island,100,CA,1587265200,52,37.72,49.8668,-111.3684,3.53
462,Port-Gentil,80,GA,1587265200,85,80.92,-0.7193,8.7815,6.55
463,Province of Trapani,92,IT,1587265200,83,59.27,37.8333,12.6667,6.87
464,Saint-Augustin,7,CA,1587265200,93,24.03,51.226,-58.6502,11.16
465,Lawrenceburg,25,US,1587265200,74,40.77,38.0373,-84.8966,5.06
466,Tessalit,85,ML,1587265200,12,82.76,20.1986,1.0114,10.51
467,Puerto Princesa City,2,PH,1587265200,62,88.47,9.7392,118.7353,10.27
468,Urucará,89,BR,1587265200,96,75.0,-2.5364,-57.76,2.06
469,Belomorsk,98,RU,1587265200,98,32.13,64.5232,34.7668,9.31
470,Redlands,65,US,1587265200,57,57.31,34.0556,-117.1825,7.47
471,Jalu,3,LY,1587265200,45,62.76,29.0331,21.5482,7.56
472,Marabba,93,SD,1587265200,19,74.82,12.35,32.1833,9.01
473,Rawson,98,AR,1587265200,36,68.45,-43.3002,-65.1023,13.04
474,Zwedru,87,LR,1587265200,92,73.4,6.0667,-8.1281,2.91
475,Rio Grande,0,BR,1587265200,87,64.67,-32.035,-52.0986,10.6
476,Gaoual,77,GN,1587265200,34,79.43,11.75,-13.2,1.5
477,Shellbrook,45,CA,1587265200,93,28.76,53.2168,-106.4011,8.16
478,Luwingu,65,ZM,1587265200,66,59.58,-10.2621,29.9271,6.89
479,Koumac,36,NC,1587265200,61,82.56,-20.5667,164.2833,2.46
480,Zhuanghe,100,CN,1587265200,71,55.47,39.7008,122.9911,8.68
481,Hancheng,0,CN,1587265200,56,63.99,32.5186,112.3522,7.43
482,Murgab,98,TM,1587265200,26,69.87,37.4966,61.9714,2.8
483,Howard Springs,99,AU,1587265200,49,97.03,-12.497,131.047,0.63
484,Peterborough,64,GB,1587265200,93,40.62,52.5736,-0.2478,6.62
485,Sillanwali,0,PK,1587265200,46,76.96,31.8261,72.5398,5.59
486,Esim,60,GH,1587265200,86,80.37,4.8699,-2.2405,7.09
487,Kavaratti,58,IN,1587265200,69,84.97,10.5669,72.642,4.14
488,Tshikapa,99,CD,1587265200,82,69.15,-6.4167,20.8,2.57
489,Lieksa,38,FI,1587265200,97,29.7,63.3167,30.0167,7.43
490,Toila,81,EE,1587265200,84,35.69,59.4236,27.5025,19.48
491,Brylivka,59,UA,1587265200,70,44.74,46.4248,33.1472,3.96
492,Mount Darwin,4,ZW,1587265200,70,61.21,-16.7725,31.5838,4.45
493,Zhigansk,54,RU,1587265200,92,13.24,66.7697,123.3711,12.28
494,Goba,100,ET,1587265200,40,52.21,7.0167,39.9833,1.05
495,Biskamzha,0,RU,1587265200,43,46.09,53.4497,89.5272,6.08
496,Inuvik,100,CA,1587265200,96,22.15,68.3499,-133.7218,9.33
497,Caravelas,82,BR,1587265200,79,76.19,-17.7125,-39.2481,15.93
498,Kloulklubed,99,PW,1587265200,80,83.28,7.0419,134.2556,15.82
499,Saint Paul Harbor,97,US,1587265200,86,44.58,57.79,-152.4072,10.09
500,Pendleton,22,US,1587265200,58,51.62,45.6721,-118.7886,6.58
501,Doune,0,GB,1587265200,84,35.71,56.1899,-4.0529,3.15
502,Štíty,100,CZ,1587265200,52,48.22,49.9612,16.7658,2.01
503,Sumkino,100,RU,1587265200,73,44.94,58.1108,68.3244,7.45
504,Uruçuí,100,BR,1587265200,85,74.01,-7.2294,-44.5561,0.78
505,Ostrovnoy,100,RU,1587265200,98,31.8,68.0531,39.5131,9.4
506,Assiut,0,EG,1587265200,57,63.84,27.181,31.1837,12.1
507,Bandarbeyla,73,SO,1587265200,69,80.89,9.4942,50.8122,5.99
508,Kumbo,82,CM,1587265200,59,60.06,6.2,10.6667,0.78
509,Carballo,6,ES,1587265200,87,49.64,43.213,-8.691,0.63
510,Severobaykal'sk,9,RU,1587265200,77,22.46,55.65,109.3167,15.23
511,Togur,96,RU,1587265200,67,45.55,58.3631,82.8265,11.74
512,Peniche,1,PT,1587265200,84,56.95,39.3558,-9.3811,14.34
513,Igra,34,RU,1587265200,80,34.79,57.5558,53.0547,7.11
514,Bilibino,49,RU,1587265200,80,10.71,68.0546,166.4372,6.22
515,Burley,85,US,1587265200,27,53.02,42.5357,-113.7928,4.38
516,Novoagansk,100,RU,1587265200,80,51.17,61.9449,76.6625,16.8
517,Srandakan,95,ID,1587265200,66,85.55,-7.9386,110.2506,2.44
518,Burns Lake,13,CA,1587265200,47,47.43,54.2331,-125.7533,1.59
519,Araouane,50,ML,1587265200,38,80.33,18.9048,-3.5265,22.73
520,Malindi,100,KE,1587265200,88,77.67,-3.2175,40.1191,16.02
521,Bulgan,100,MN,1587265200,47,34.84,48.8125,103.5347,9.04
522,Xochihuehuetlán,73,MX,1587265200,44,75.4,17.9167,-98.4333,6.46
523,Mweka,100,CD,1587265200,85,68.95,-4.85,21.5667,1.97
524,Drayton Valley,0,CA,1587265200,67,31.91,53.2168,-114.9854,6.89
525,Pangai,23,TO,1587265200,83,83.41,-19.8,-174.35,19.51
526,Kargasok,100,RU,1587265200,66,44.87,59.0556,80.8572,14.97
527,Yeppoon,45,AU,1587265200,53,89.06,-23.1333,150.7333,6.64
528,Uglovskoye,0,RU,1587265200,51,56.79,51.3557,80.1942,3.24
529,Flinders,45,AU,1587265200,61,69.1,-34.5833,150.8552,7.27
530,Kailua,12,US,1587265200,67,76.8,21.4022,-157.7394,8.43
531,Billings Metropolitan Area,100,US,1587265200,60,46.17,45.7833,-108.5007,8.41
532,Nkhata Bay,29,MW,1587265200,66,74.32,-11.6066,34.2907,12.53
533,Pouembout,30,NC,1587265200,66,81.45,-21.1333,164.9,7.05
534,Nara,84,JP,1587265200,53,64.04,34.6851,135.8049,7.63
535,Dukat,100,RU,1587265200,81,1.35,62.55,155.55,6.64
536,Balclutha,54,NZ,1587265200,73,54.46,-46.2339,169.75,13.58
537,Moose Factory,100,CA,1587265200,95,13.28,51.2585,-80.6094,18.75
538,Mossamedes,96,AO,1587265200,71,74.57,-15.1961,12.1522,3.83
539,Rome,0,US,1587265200,88,37.44,43.2128,-75.4557,5.73
540,São José da Coroa Grande,82,BR,1587265200,78,80.35,-8.8978,-35.1478,2.44
541,Morón,0,AR,1587265200,65,64.62,-34.6534,-58.6198,9.8
542,Tapejara,0,BR,1587265200,74,53.55,-28.0681,-52.0139,4.34
543,Mersing,45,MY,1587265200,62,87.03,2.4312,103.8405,5.86
544,Bambanglipuro,96,ID,1587265200,66,85.6,-7.95,110.2833,2.53
545,Poum,25,NC,1587265200,76,79.34,-20.2333,164.0167,10.49
546,Guipavas,1,FR,1587265200,91,49.03,48.4352,-4.3972,3.24
547,Schaffhausen,44,CH,1587265200,76,49.8,47.6973,8.6349,0.13
548,Lālmohan,26,BD,1587265200,73,84.7,22.3384,90.7419,12.03
549,Ginir,100,ET,1587265200,56,59.54,7.1333,40.7,2.28
550,Romitan,7,UZ,1587265200,33,69.04,39.9343,64.3814,7.43
551,Kiboga,100,UG,1587265200,71,63.05,0.9161,31.7742,2.08
552,Casma,74,CL,1587265200,91,53.62,-41.0082,-73.1244,4.92
553,Jizan,49,SA,1587265200,70,85.08,17.3333,42.6667,2.82
554,Namatanai,90,PG,1587265200,75,83.55,-3.6667,152.4333,8.46
555,Kuytun,0,RU,1587265200,60,33.01,54.3419,101.5036,7.72
556,Yaan,100,NG,1587265200,75,78.22,7.3833,8.5667,7.56
557,Inhambane,30,MZ,1587265200,80,73.27,-23.865,35.3833,12.95
558,Itarema,5,BR,1587265200,84,76.91,-2.9248,-39.9167,1.07
559,Roald,14,NO,1587265200,73,41.7,62.5833,6.1333,1.48
560,Hirara,100,JP,1587265200,87,78.28,24.8,125.2833,20.15
561,Magadan,82,RU,1587265200,82,16.07,59.5667,150.8,8.23
562,Isabela,11,PH,1587265200,48,93.43,6.7085,121.9711,4.61
563,Priiskovyy,69,RU,1587265200,61,32.16,51.9333,116.6333,13.71
564,Nebolchi,100,RU,1587265200,93,33.15,59.1239,33.3454,2.89
565,Saint-Joseph,28,RE,1587265200,77,76.35,-21.3667,55.6167,21.63
566,Praia,20,CV,1587265200,74,70.3,14.9215,-23.5087,13.62
567,San Cristobal,51,VE,1587265200,60,67.87,7.7669,-72.225,1.57
568,Antalaha,67,MG,1587265200,80,75.83,-14.9003,50.2788,13.38
569,Mamit,1,IN,1587265200,42,84.09,23.9333,92.4833,2.89
570,Ust-Maya,100,RU,1587265200,84,20.37,60.4167,134.5333,4.52
571,Mayahi,0,NE,1587265200,15,75.18,13.9553,7.6712,5.91
572,Irondequoit,36,US,1587265200,78,40.15,43.2134,-77.5797,13.82
573,Tepelenë,98,AL,1587265200,57,55.45,40.2958,20.0192,2.44
574,Kiama,36,AU,1587265200,62,68.07,-34.6833,150.8667,7.43
575,Fort Oglethorpe,0,US,1587265200,68,46.9,34.949,-85.2569,0.72
576,Tekkali,0,IN,1587265200,60,88.2,18.6167,84.2333,10.83
577,Nouakchott,0,MR,1587265200,72,65.86,18.0858,-15.9785,16.46
578,Ucluelet,19,CA,1587265200,83,49.89,48.9329,-125.5528,2.98
579,Solnechnyy,100,RU,1587265200,51,44.8,50.7214,136.6319,4.54
580,Mānpur,33,IN,1587265200,16,89.83,22.4333,75.6167,14.12
581,Mogadishu,100,SO,1587265200,77,82.9,2.0371,45.3438,10.18
582,Grimshaw,0,CA,1587265200,68,37.67,56.1834,-117.6027,7.72
583,Kyshtovka,100,RU,1587265200,64,50.63,56.555,76.6271,10.65
584,Yaqui,0,MX,1587265200,48,70.77,27.3667,-110.1667,6.06
585,Nur-Sultan,98,KZ,1587265200,47,55.54,51.1801,71.446,1.45
586,Thinadhoo,75,MV,1587265200,76,83.91,0.5333,72.9333,11.65
587,Hirado,100,JP,1587265200,73,59.09,33.3597,129.5531,16.58
